target name	accession	query name	description of target
Methyltransf_PK	PF05891.15	BGC0001785|c1|89737-90540|-|ASZ00164.1|type_11_methyltransferase|ASZ00164.1	AdoMet dependent proline di-methyltransferase              
Methyltransf_7	PF03492.18	BGC0001785|c1|89737-90540|-|ASZ00164.1|type_11_methyltransferase|ASZ00164.1	SAM dependent carboxyl methyltransferase              
Fer4_13	PF13370.9	BGC0001785|c1|90785-90982|-|ASZ00165.1|ferredoxin|ASZ00165.1	4Fe-4S single cluster domain of Ferredoxin I           
Fer4_15	PF13459.9	BGC0001785|c1|90785-90982|-|ASZ00165.1|ferredoxin|ASZ00165.1	4Fe-4S single cluster domain              
Fer4_19	PF06902.14	BGC0001785|c1|90785-90982|-|ASZ00165.1|ferredoxin|ASZ00165.1	Divergent 4Fe-4S mono-cluster               
Fer4_6	PF12837.10	BGC0001785|c1|90785-90982|-|ASZ00165.1|ferredoxin|ASZ00165.1	4Fe-4S binding domain               
Fer4_2	PF12797.10	BGC0001785|c1|90785-90982|-|ASZ00165.1|ferredoxin|ASZ00165.1	4Fe-4S binding domain               
GerE	PF00196.22	BGC0001785|c1|91314-92612|-|ASZ00166.1|LuxR_family_transcriptional_regulator|ASZ00166.1	Bacterial regulatory proteins, luxR family             
TPR_4	PF07721.17	BGC0001785|c1|91314-92612|-|ASZ00166.1|LuxR_family_transcriptional_regulator|ASZ00166.1	Tetratricopeptide repeat                
TPR_6	PF13174.9	BGC0001785|c1|91314-92612|-|ASZ00166.1|LuxR_family_transcriptional_regulator|ASZ00166.1	Tetratricopeptide repeat                
TPR_14	PF13428.9	BGC0001785|c1|91314-92612|-|ASZ00166.1|LuxR_family_transcriptional_regulator|ASZ00166.1	Tetratricopeptide repeat                
TPR_10	PF13374.9	BGC0001785|c1|91314-92612|-|ASZ00166.1|LuxR_family_transcriptional_regulator|ASZ00166.1	Tetratricopeptide repeat                
TPR_12	PF13424.9	BGC0001785|c1|91314-92612|-|ASZ00166.1|LuxR_family_transcriptional_regulator|ASZ00166.1	Tetratricopeptide repeat                
Trans_reg_C	PF00486.31	BGC0001785|c1|93785-94414|+|ASZ00168.1|putative_OmpR_family_two_component_response_regulator|ASZ00168.1	Transcriptional regulatory protein, C terminal             
Response_reg	PF00072.27	BGC0001785|c1|93785-94414|+|ASZ00168.1|putative_OmpR_family_two_component_response_regulator|ASZ00168.1	Response regulator receiver domain              
DHquinase_II	PF01220.22	BGC0001785|c1|94424-94975|-|ASZ00169.1|aminodehydroquinate_dehydratase|ASZ00169.1	Dehydroquinase class II               
DUF5818	PF19135.3	BGC0001786|c1|1-252|-|NJ75_04136|hypothetical_protein|KHS42574.1	Protein of unknown function (DUF5818)             
Sigma70_r4_2	PF08281.15	BGC0001786|c1|724-1380|+|NJ75_04137|ECF-type_sigma_factor|KHS42575.1	Sigma-70, region 4               
Sigma70_r4	PF04545.19	BGC0001786|c1|724-1380|+|NJ75_04137|ECF-type_sigma_factor|KHS42575.1	Sigma-70, region 4               
Sigma70_r2	PF04542.17	BGC0001786|c1|724-1380|+|NJ75_04137|ECF-type_sigma_factor|KHS42575.1	Sigma-70 region 2               
Sigma70_ECF	PF07638.14	BGC0001786|c1|724-1380|+|NJ75_04137|ECF-type_sigma_factor|KHS42575.1	ECF sigma factor               
HTH_24	PF13412.9	BGC0001786|c1|724-1380|+|NJ75_04137|ECF-type_sigma_factor|KHS42575.1	Winged helix-turn-helix DNA-binding               
KORA	PF16509.8	BGC0001786|c1|724-1380|+|NJ75_04137|ECF-type_sigma_factor|KHS42575.1	TrfB plasmid transcriptional repressor              
ALAD	PF00490.24	BGC0001786|c1|724-1380|+|NJ75_04137|ECF-type_sigma_factor|KHS42575.1	Delta-aminolevulinic acid dehydratase               
HTH_23	PF13384.9	BGC0001786|c1|724-1380|+|NJ75_04137|ECF-type_sigma_factor|KHS42575.1	Homeodomain-like domain                
RHH_4	PF13467.9	BGC0001786|c1|724-1380|+|NJ75_04137|ECF-type_sigma_factor|KHS42575.1	Ribbon-helix-helix domain                
FecR	PF04773.16	BGC0001786|c1|1387-2349|+|NJ75_04138|Fe2+-dicitrate_sensor_membrane_component|KHS42576.1	FecR protein                
DUF4880	PF16220.8	BGC0001786|c1|1387-2349|+|NJ75_04138|Fe2+-dicitrate_sensor_membrane_component|KHS42576.1	Domain of unknown function (DUF4880)             
Cupin_3	PF05899.15	BGC0001786|c1|1387-2349|+|NJ75_04138|Fe2+-dicitrate_sensor_membrane_component|KHS42576.1	EutQ-like cupin domain               
TonB_dep_Rec	PF00593.27	BGC0001786|c1|2633-5569|+|NJ75_04139|TonB-dependent_receptor|KHS42577.1	TonB dependent receptor               
Plug	PF07715.18	BGC0001786|c1|2633-5569|+|NJ75_04139|TonB-dependent_receptor|KHS42577.1	TonB-dependent Receptor Plug Domain              
STN	PF07660.17	BGC0001786|c1|2633-5569|+|NJ75_04139|TonB-dependent_receptor|KHS42577.1	Secretin and TonB N terminus short domain           
Peptidase_S9	PF00326.24	BGC0001786|c1|5563-7587|+|NJ75_04140|putative_peptidase|KHS42578.1	Prolyl oligopeptidase family               
Abhydrolase_3	PF07859.16	BGC0001786|c1|5563-7587|+|NJ75_04140|putative_peptidase|KHS42578.1	alpha/beta hydrolase fold               
BAAT_C	PF08840.14	BGC0001786|c1|5563-7587|+|NJ75_04140|putative_peptidase|KHS42578.1	BAAT / Acyl-CoA thioester hydrolase C terminal           
HDPD	PF02924.17	BGC0001786|c1|5563-7587|+|NJ75_04140|putative_peptidase|KHS42578.1	Bacteriophage lambda head decoration protein D            
Asn_synthase	PF00733.24	BGC0001786|c1|7640-9361|-|NJ75_04141|asparagine_synthase|KHS42579.1	Asparagine synthase                
NAD_synthase	PF02540.20	BGC0001786|c1|7640-9361|-|NJ75_04141|asparagine_synthase|KHS42579.1	NAD synthase                
QueC	PF06508.16	BGC0001786|c1|7640-9361|-|NJ75_04141|asparagine_synthase|KHS42579.1	Queuosine biosynthesis protein QueC              
tRNA_Me_trans	PF03054.19	BGC0001786|c1|7640-9361|-|NJ75_04141|asparagine_synthase|KHS42579.1	tRNA methyl transferase HUP domain             
Transglut_core3	PF13471.9	BGC0001786|c1|9358-10035|-|NJ75_04142|hypothetical_protein|KHS42580.1	Transglutaminase-like superfamily                
GntR	PF00392.24	BGC0001786|c1|10319-10954|-|NJ75_04144|GntR_family_transcriptional_regulator|KHS42582.1	Bacterial regulatory proteins, gntR family             
DHHA1	PF02272.22	BGC0001790|c1|1-1047|+|AOZ21308.1|SulA|AOZ21308.1	DHHA1 domain                
ArdA	PF07275.14	BGC0001790|c1|1-1047|+|AOZ21308.1|SulA|AOZ21308.1	Antirestriction protein (ArdA)               
Autotransporter	PF03797.22	BGC0001790|c1|1178-3025|+|AOZ21309.1|SulB|AOZ21309.1	Autotransporter beta-domain                
Lipase_GDSL	PF00657.25	BGC0001790|c1|1178-3025|+|AOZ21309.1|SulB|AOZ21309.1	GDSL-like Lipase/Acylhydrolase                
Lipase_GDSL_2	PF13472.9	BGC0001790|c1|1178-3025|+|AOZ21309.1|SulB|AOZ21309.1	GDSL-like Lipase/Acylhydrolase family               
DUF3155	PF11352.11	BGC0001790|c1|1178-3025|+|AOZ21309.1|SulB|AOZ21309.1	Protein of unknown function (DUF3155)             
MFS_1	PF07690.19	BGC0001790|c1|3065-4282|-|AOZ21310.1|SulC|AOZ21310.1	Major Facilitator Superfamily               
T4SS_pilin	PF18895.3	BGC0001790|c1|3065-4282|-|AOZ21310.1|SulC|AOZ21310.1	Type IV secretion system pilin             
Beta-lactamase2	PF13354.9	BGC0001790|c1|4321-5442|-|AOZ21311.1|SulD|AOZ21311.1	Beta-lactamase enzyme family               
Beta-lactamase	PF00144.27	BGC0001790|c1|4321-5442|-|AOZ21311.1|SulD|AOZ21311.1	Beta-lactamase                 
Glycos_trans_3N	PF02885.20	BGC0001790|c1|4321-5442|-|AOZ21311.1|SulD|AOZ21311.1	Glycosyl transferase family, helical bundle domain            
Peptidase_S13	PF02113.18	BGC0001790|c1|4321-5442|-|AOZ21311.1|SulD|AOZ21311.1	D-Ala-D-Ala carboxypeptidase 3 (S13) family             
Peptidase_S11	PF00768.23	BGC0001790|c1|4321-5442|-|AOZ21311.1|SulD|AOZ21311.1	D-alanyl-D-alanine carboxypeptidase                
RskA	PF10099.12	BGC0001790|c1|4321-5442|-|AOZ21311.1|SulD|AOZ21311.1	Anti-sigma-K factor rskA               
ACR_tran	PF00873.22	BGC0001790|c1|5393-8542|-|AOZ21312.1|SulE|AOZ21312.1	AcrB/AcrD/AcrF family                
MMPL	PF03176.18	BGC0001790|c1|5393-8542|-|AOZ21312.1|SulE|AOZ21312.1	MMPL family                
SecD_SecF	PF02355.19	BGC0001790|c1|5393-8542|-|AOZ21312.1|SulE|AOZ21312.1	Protein export membrane protein              
HlyD_3	PF13437.9	BGC0001790|c1|8545-9693|-|AOZ21313.1|SulF|AOZ21313.1	HlyD family secretion protein              
Biotin_lipoyl_2	PF13533.9	BGC0001790|c1|8545-9693|-|AOZ21313.1|SulF|AOZ21313.1	Biotin-lipoyl like                
HlyD_D23	PF16576.8	BGC0001790|c1|8545-9693|-|AOZ21313.1|SulF|AOZ21313.1	Barrel-sandwich domain of CusB or HlyD membrane-fusion           
Biotin_lipoyl	PF00364.25	BGC0001790|c1|8545-9693|-|AOZ21313.1|SulF|AOZ21313.1	Biotin-requiring enzyme                
PTS_EIIA_1	PF00358.23	BGC0001790|c1|8545-9693|-|AOZ21313.1|SulF|AOZ21313.1	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1            
DUF1664	PF07889.15	BGC0001790|c1|8545-9693|-|AOZ21313.1|SulF|AOZ21313.1	Protein of unknown function (DUF1664)             
OCD_Mu_crystall	PF02423.18	BGC0001790|c1|9843-10871|-|AOZ21314.1|SulG|AOZ21314.1	Ornithine cyclodeaminase/mu-crystallin family               
F420_oxidored	PF03807.20	BGC0001790|c1|9843-10871|-|AOZ21314.1|SulG|AOZ21314.1	NADP oxidoreductase coenzyme F420-dependent              
Shikimate_DH	PF01488.23	BGC0001790|c1|9843-10871|-|AOZ21314.1|SulG|AOZ21314.1	Shikimate / quinate 5-dehydrogenase              
GFO_IDH_MocA	PF01408.25	BGC0001790|c1|9843-10871|-|AOZ21314.1|SulG|AOZ21314.1	Oxidoreductase family, NAD-binding Rossmann fold             
HEM4	PF02602.18	BGC0001790|c1|9843-10871|-|AOZ21314.1|SulG|AOZ21314.1	Uroporphyrinogen-III synthase HemD               
PALP	PF00291.28	BGC0001790|c1|10864-11853|-|AOZ21315.1|SulH|AOZ21315.1	Pyridoxal-phosphate dependent enzyme               
AMP-binding	PF00501.31	BGC0001790|c1|12988-16257|+|AOZ21316.1|SulI|AOZ21316.1	AMP-binding enzyme                
APS_kinase	PF01583.23	BGC0001790|c1|12988-16257|+|AOZ21316.1|SulI|AOZ21316.1	Adenylylsulphate kinase                
PP-binding	PF00550.28	BGC0001790|c1|12988-16257|+|AOZ21316.1|SulI|AOZ21316.1	Phosphopantetheine attachment site               
AMP-binding_C	PF13193.9	BGC0001790|c1|12988-16257|+|AOZ21316.1|SulI|AOZ21316.1	AMP-binding enzyme C-terminal domain              
AAA_16	PF13191.9	BGC0001790|c1|12988-16257|+|AOZ21316.1|SulI|AOZ21316.1	AAA ATPase domain               
Zeta_toxin	PF06414.15	BGC0001790|c1|12988-16257|+|AOZ21316.1|SulI|AOZ21316.1	Zeta toxin                
AAA_33	PF13671.9	BGC0001790|c1|12988-16257|+|AOZ21316.1|SulI|AOZ21316.1	AAA domain                
AAA_30	PF13604.9	BGC0001790|c1|12988-16257|+|AOZ21316.1|SulI|AOZ21316.1	AAA domain                
MFS_3	PF05977.16	BGC0001790|c1|16312-17613|+|AOZ21317.1|SulJ|AOZ21317.1	Transmembrane secretion effector               
MFS_1	PF07690.19	BGC0001790|c1|16312-17613|+|AOZ21317.1|SulJ|AOZ21317.1	Major Facilitator Superfamily               
Sugar_tr	PF00083.27	BGC0001790|c1|16312-17613|+|AOZ21317.1|SulJ|AOZ21317.1	Sugar (and other) transporter              
MFS_2	PF13347.9	BGC0001790|c1|16312-17613|+|AOZ21317.1|SulJ|AOZ21317.1	MFS/sugar transport protein               
COA2	PF17051.8	BGC0001790|c1|16312-17613|+|AOZ21317.1|SulJ|AOZ21317.1	Cytochrome C oxidase assembly factor 2            
OEP	PF02321.21	BGC0001790|c1|17610-19175|+|AOZ21318.1|SulK|AOZ21318.1	Outer membrane efflux protein              
DUF5931	PF19354.2	BGC0001790|c1|17610-19175|+|AOZ21318.1|SulK|AOZ21318.1	Family of unknown function (DUF5931)             
LppA	PF16708.8	BGC0001790|c1|17610-19175|+|AOZ21318.1|SulK|AOZ21318.1	Lipoprotein confined to pathogenic Mycobacterium             
NAD_binding_9	PF13454.9	BGC0001790|c1|19172-20584|+|AOZ21319.1|SulL|AOZ21319.1	FAD-NAD(P)-binding                 
Pyr_redox_2	PF07992.17	BGC0001790|c1|19172-20584|+|AOZ21319.1|SulL|AOZ21319.1	Pyridine nucleotide-disulphide oxidoreductase               
DAO	PF01266.27	BGC0001790|c1|19172-20584|+|AOZ21319.1|SulL|AOZ21319.1	FAD dependent oxidoreductase               
Lycopene_cycl	PF05834.15	BGC0001790|c1|19172-20584|+|AOZ21319.1|SulL|AOZ21319.1	Lycopene cyclase protein               
Shikimate_DH	PF01488.23	BGC0001790|c1|19172-20584|+|AOZ21319.1|SulL|AOZ21319.1	Shikimate / quinate 5-dehydrogenase              
Thi4	PF01946.20	BGC0001790|c1|19172-20584|+|AOZ21319.1|SulL|AOZ21319.1	Thi4 family                
Sacchrp_dh_NADP	PF03435.21	BGC0001790|c1|19172-20584|+|AOZ21319.1|SulL|AOZ21319.1	Saccharopine dehydrogenase NADP binding domain             
Pyr_redox	PF00070.30	BGC0001790|c1|19172-20584|+|AOZ21319.1|SulL|AOZ21319.1	Pyridine nucleotide-disulphide oxidoreductase               
NAD_binding_8	PF13450.9	BGC0001790|c1|19172-20584|+|AOZ21319.1|SulL|AOZ21319.1	NAD(P)-binding Rossmann-like domain               
Condensation	PF00668.23	BGC0001790|c1|20652-29606|+|AOZ21320.1|SulM|AOZ21320.1	Condensation domain                
AMP-binding	PF00501.31	BGC0001790|c1|20652-29606|+|AOZ21320.1|SulM|AOZ21320.1	AMP-binding enzyme                
PP-binding	PF00550.28	BGC0001790|c1|20652-29606|+|AOZ21320.1|SulM|AOZ21320.1	Phosphopantetheine attachment site               
AMP-binding_C	PF13193.9	BGC0001790|c1|20652-29606|+|AOZ21320.1|SulM|AOZ21320.1	AMP-binding enzyme C-terminal domain              
Thioesterase	PF00975.23	BGC0001790|c1|20652-29606|+|AOZ21320.1|SulM|AOZ21320.1	Thioesterase domain                
AATase	PF07247.15	BGC0001790|c1|20652-29606|+|AOZ21320.1|SulM|AOZ21320.1	Alcohol acetyltransferase                
Sulfotransfer_2	PF03567.17	BGC0001790|c1|29603-30373|+|AOZ21321.1|SulN|AOZ21321.1	Sulfotransferase family                
TauD	PF02668.19	BGC0001790|c1|30378-31313|+|AOZ21322.1|SulO|AOZ21322.1	Taurine catabolism dioxygenase TauD, TfdA family            
Methyltransf_25	PF13649.9	BGC0001790|c1|31327-32175|+|AOZ21323.1|SulP|AOZ21323.1	Methyltransferase domain                
Methyltransf_23	PF13489.9	BGC0001790|c1|31327-32175|+|AOZ21323.1|SulP|AOZ21323.1	Methyltransferase domain                
Methyltransf_31	PF13847.9	BGC0001790|c1|31327-32175|+|AOZ21323.1|SulP|AOZ21323.1	Methyltransferase domain                
Methyltransf_11	PF08241.15	BGC0001790|c1|31327-32175|+|AOZ21323.1|SulP|AOZ21323.1	Methyltransferase domain                
Methyltransf_12	PF08242.15	BGC0001790|c1|31327-32175|+|AOZ21323.1|SulP|AOZ21323.1	Methyltransferase domain                
Methyltransf_9	PF08003.14	BGC0001790|c1|31327-32175|+|AOZ21323.1|SulP|AOZ21323.1	Protein of unknown function (DUF1698)             
Methyltrans_SAM	PF10672.12	BGC0001790|c1|31327-32175|+|AOZ21323.1|SulP|AOZ21323.1	S-adenosylmethionine-dependent methyltransferase                
Methyltransf_24	PF13578.9	BGC0001790|c1|31327-32175|+|AOZ21323.1|SulP|AOZ21323.1	Methyltransferase domain                
CMAS	PF02353.23	BGC0001790|c1|31327-32175|+|AOZ21323.1|SulP|AOZ21323.1	Mycolic acid cyclopropane synthetase              
Cons_hypoth95	PF03602.18	BGC0001790|c1|31327-32175|+|AOZ21323.1|SulP|AOZ21323.1	Conserved hypothetical protein 95              
OspE	PF02471.20	BGC0001790|c1|31327-32175|+|AOZ21323.1|SulP|AOZ21323.1	Borrelia outer surface protein E             
ATPgrasp_TupA	PF14305.9	BGC0001790|c1|32205-32996|+|AOZ21324.1|SulQ|AOZ21324.1	TupA-like ATPgrasp                
CysG_dimeriser	PF10414.12	BGC0001790|c1|32205-32996|+|AOZ21324.1|SulQ|AOZ21324.1	Sirohaem synthase dimerisation region              
Acetyltransf_1	PF00583.28	BGC0001791|c1|1-498|+|YC6258_RS23045|GNAT_family_N-acetyltransferase|WP_044618975.1	Acetyltransferase (GNAT) family               
Acetyltransf_10	PF13673.10	BGC0001791|c1|1-498|+|YC6258_RS23045|GNAT_family_N-acetyltransferase|WP_044618975.1	Acetyltransferase (GNAT) domain               
Acetyltransf_8	PF13523.9	BGC0001791|c1|1-498|+|YC6258_RS23045|GNAT_family_N-acetyltransferase|WP_044618975.1	Acetyltransferase (GNAT) domain               
Acetyltransf_7	PF13508.10	BGC0001791|c1|1-498|+|YC6258_RS23045|GNAT_family_N-acetyltransferase|WP_044618975.1	Acetyltransferase (GNAT) domain               
Acetyltransf_3	PF13302.10	BGC0001791|c1|1-498|+|YC6258_RS23045|GNAT_family_N-acetyltransferase|WP_044618975.1	Acetyltransferase (GNAT) domain               
NKAIN	PF05640.17	BGC0001791|c1|1-498|+|YC6258_RS23045|GNAT_family_N-acetyltransferase|WP_044618975.1	Na,K-Atpase Interacting protein               
MCPsignal	PF00015.24	BGC0001791|c1|520-2418|-|YC6258_RS23050|methyl-accepting_chemotaxis_protein|WP_052830521.1	Methyl-accepting chemotaxis protein (MCP) signalling domain            
dCache_1	PF02743.21	BGC0001791|c1|520-2418|-|YC6258_RS23050|methyl-accepting_chemotaxis_protein|WP_052830521.1	Cache domain                
HAMP	PF00672.28	BGC0001791|c1|520-2418|-|YC6258_RS23050|methyl-accepting_chemotaxis_protein|WP_052830521.1	HAMP domain                
Cache_3-Cache_2	PF17201.7	BGC0001791|c1|520-2418|-|YC6258_RS23050|methyl-accepting_chemotaxis_protein|WP_052830521.1	Cache 3/Cache 2 fusion domain             
sCache_2	PF17200.7	BGC0001791|c1|520-2418|-|YC6258_RS23050|methyl-accepting_chemotaxis_protein|WP_052830521.1	Single Cache domain 2              
PhoU	PF01895.22	BGC0001791|c1|520-2418|-|YC6258_RS23050|methyl-accepting_chemotaxis_protein|WP_052830521.1	PhoU domain                
RT_RNaseH	PF17917.4	BGC0001791|c1|520-2418|-|YC6258_RS23050|methyl-accepting_chemotaxis_protein|WP_052830521.1	RNase H-like domain found in reverse transcriptase           
dCache_2	PF08269.14	BGC0001791|c1|520-2418|-|YC6258_RS23050|methyl-accepting_chemotaxis_protein|WP_052830521.1	Cache domain                
TMP_3	PF20155.2	BGC0001791|c1|520-2418|-|YC6258_RS23050|methyl-accepting_chemotaxis_protein|WP_052830521.1	Tape measure protein               
BORCS6	PF10157.12	BGC0001791|c1|520-2418|-|YC6258_RS23050|methyl-accepting_chemotaxis_protein|WP_052830521.1	BLOC-1-related complex sub-unit 6 C-terminal helix            
DctQ	PF04290.15	BGC0001791|c1|2955-3461|+|YC6258_RS23055|TRAP_transporter_small_permease_subunit|WP_044618976.1	Tripartite ATP-independent periplasmic transporters, DctQ component            
DctM	PF06808.15	BGC0001791|c1|3461-4783|+|YC6258_RS23060|TRAP_transporter_large_permease_subunit|WP_044618977.1	Tripartite ATP-independent periplasmic transporter, DctM component            
DctP	PF03480.16	BGC0001791|c1|4850-5893|+|YC6258_RS23065|twin-arginine_translocation_signal_domain-containing_protein|WP_044618978.1	Bacterial extracellular solute-binding protein, family 7            
TAT_signal	PF10518.12	BGC0001791|c1|4850-5893|+|YC6258_RS23065|twin-arginine_translocation_signal_domain-containing_protein|WP_044618978.1	TAT (twin-arginine translocation) pathway signal sequence            
Exosortase_EpsH	PF09721.13	BGC0001791|c1|6147-7802|+|YC6258_RS23070|exosortase_E/protease,_VPEID-CTERM_system|WP_082070862.1	Transmembrane exosortase (Exosortase_EpsH)               
Rce1-like	PF02517.19	BGC0001791|c1|6147-7802|+|YC6258_RS23070|exosortase_E/protease,_VPEID-CTERM_system|WP_082070862.1	Type II CAAX prenyl endopeptidase Rce1-like            
DUF1427	PF07235.14	BGC0001791|c1|6147-7802|+|YC6258_RS23070|exosortase_E/protease,_VPEID-CTERM_system|WP_082070862.1	Protein of unknown function (DUF1427)             
Condensation	PF00668.23	BGC0001791|c1|8942-20551|+|YC6258_RS23075|non-ribosomal_peptide_synthetase|WP_044618979.1	Condensation domain                
AMP-binding	PF00501.31	BGC0001791|c1|8942-20551|+|YC6258_RS23075|non-ribosomal_peptide_synthetase|WP_044618979.1	AMP-binding enzyme                
PP-binding	PF00550.28	BGC0001791|c1|8942-20551|+|YC6258_RS23075|non-ribosomal_peptide_synthetase|WP_044618979.1	Phosphopantetheine attachment site               
AMP-binding_C	PF13193.9	BGC0001791|c1|8942-20551|+|YC6258_RS23075|non-ribosomal_peptide_synthetase|WP_044618979.1	AMP-binding enzyme C-terminal domain              
Thioesterase	PF00975.23	BGC0001791|c1|8942-20551|+|YC6258_RS23075|non-ribosomal_peptide_synthetase|WP_044618979.1	Thioesterase domain                
Creatinase_N	PF01321.21	BGC0001791|c1|8942-20551|+|YC6258_RS23075|non-ribosomal_peptide_synthetase|WP_044618979.1	Creatinase/Prolidase N-terminal domain               
Abhydrolase_6	PF12697.10	BGC0001791|c1|8942-20551|+|YC6258_RS23075|non-ribosomal_peptide_synthetase|WP_044618979.1	Alpha/beta hydrolase family               
